mem,cStart,eLat,bLat,eCost
1024,0,1295.96,1296,0.0000219728
1024,0,1304.88,1305,0.0000221240
1024,0,1327.6,1328,0.0000225104
1024,0,1314.11,1315,0.0000222920
1056,0,1324.35,1325,0.0000231556
1056,0,1291.28,1292,0.0000225839
1056,0,1284.17,1285,0.0000224626
1056,0,1310.3,1311,0.0000229131
1056,0,1282.5,1283,0.0000224280
1088,0,1285.94,1286,0.0000231551
1088,0,1212.6,1213,0.0000218521
1088,0,1211.91,1212,0.0000218342
1088,0,1219.68,1220,0.0000219770
1088,0,1240.66,1241,0.0000223519
1120,0,1240.27,1241,0.0000230034
1120,0,1238.22,1239,0.0000229666
1120,0,1252.17,1253,0.0000232239
1120,0,1236.13,1237,0.0000229299
1120,0,1230.27,1231,0.0000228196
1152,0,1251.43,1252,0.0000238628
1152,0,1225.3,1226,0.0000233714
1152,0,1240.99,1241,0.0000236549
1152,0,1190.66,1191,0.0000227099
1152,0,1202.35,1203,0.0000229367
1184,0,1195.53,1196,0.0000234323
1184,0,1169.18,1170,0.0000229273
1184,0,1145.58,1146,0.0000224611
1184,0,1174.27,1175,0.0000230244
1184,0,1128.38,1129,0.0000221308
1216,0,1194.59,1195,0.0000240403
1216,0,1143.67,1144,0.0000230228
1216,0,1115.23,1116,0.0000224642
1216,0,1098.03,1099,0.0000221251
1216,0,1149.84,1150,0.0000231425
1248,0,1109.37,1110,0.0000229273
1248,0,1094.94,1095,0.0000226201
1248,0,1097.45,1098,0.0000226816
1248,0,1107.45,1108,0.0000228863
1248,0,1111.68,1112,0.0000229682
1280,0,1058.49,1059,0.0000224390
1280,0,1059.14,1060,0.0000224600
1280,0,1095.56,1096,0.0000232160
1280,0,1034.81,1035,0.0000219350
1280,0,1030.34,1031,0.0000218510
1312,0,1017.18,1018,0.0000221125
1312,0,1008.96,1009,0.0000219187
1312,0,1033.21,1034,0.0000224569
1312,0,989.59,990,0.0000215098
1312,0,1006.32,1007,0.0000218757
1344,0,1079.54,1080,0.0000240140
1344,0,996.64,997,0.0000221839
1344,0,989.97,990,0.0000220295
1344,0,1004.63,1005,0.0000223603
1344,0,985.66,986,0.0000219413
1376,0,1005.35,1006,0.0000229105
1376,0,989.84,990,0.0000225493
1376,0,1006.8,1007,0.0000229330
1376,0,964.17,965,0.0000219849
1376,0,1012.57,1013,0.0000230685
1408,0,981.5,982,0.0000228842
1408,0,963.63,964,0.0000224684
1408,0,963.45,964,0.0000224684
1408,0,949.22,950,0.0000221450
1408,0,934.61,935,0.0000217985
1440,0,955.21,956,0.0000227855
1440,0,942.72,943,0.0000224784
1440,0,930.12,931,0.0000221949
1440,0,931.92,932,0.0000222185
1440,0,926.85,927,0.0000221004
1472,0,867.44,868,0.0000211622
1472,0,874.98,875,0.0000213313
1472,0,862.2,863,0.0000210415
1472,0,871.7,872,0.0000212588
1472,0,872.05,873,0.0000212830
1504,0,927.59,928,0.0000230984
1504,0,870.5,871,0.0000216919
1504,0,888.23,889,0.0000221361
1504,0,867.87,868,0.0000216179
1504,0,874.18,875,0.0000217906
1536,0,911.21,912,0.0000231824
1536,0,852.12,853,0.0000216956
1536,0,860.39,861,0.0000218972
1536,0,854.13,855,0.0000217460
1536,0,869.79,870,0.0000221240
1568,0,920.12,921,0.0000238927
1568,0,873.72,874,0.0000226837
1568,0,894.52,895,0.0000232239
1568,0,872.9,873,0.0000226579
1568,0,875.55,876,0.0000227351
1600,0,845.21,846,0.0000224075
1600,0,841.16,842,0.0000223025
1600,0,820.25,821,0.0000217513
1600,0,818.76,819,0.0000216988
1600,0,837.2,838,0.0000221975
1632,0,953.64,954,0.0000257434
1632,0,884.32,885,0.0000238959
1632,0,893.42,894,0.0000241369
1632,0,853.67,854,0.0000230659
1632,0,841.04,842,0.0000227446
1664,0,868.2,869,0.0000239237
1664,0,857.28,858,0.0000236234
1664,0,818.99,819,0.0000225587
1664,0,843.54,844,0.0000232412
1664,0,820.25,821,0.0000226133
1696,0,1022.47,1023,0.0000286650
1696,0,890.16,891,0.0000249921
1696,0,881.53,882,0.0000247417
1696,0,867.67,868,0.0000243521
1696,0,850.23,851,0.0000238791
1728,0,859.66,860,0.0000245810
1728,0,810.4,811,0.0000231919
1728,0,808.23,809,0.0000231352
1728,0,800.18,801,0.0000229084
1728,0,800.24,801,0.0000229084
1760,0,776.77,777,0.0000226359
1760,0,815.94,816,0.0000237620
1760,0,761.71,762,0.0000222028
1760,0,772.49,773,0.0000225204
1760,0,768.54,769,0.0000224049
1792,0,758.89,759,0.0000225146
1792,0,725.84,726,0.0000215444
1792,0,748.86,749,0.0000222206
1792,0,720.01,721,0.0000213974
1792,0,742.76,743,0.0000220442
1824,0,783.66,784,0.0000236612
1824,0,745.89,746,0.0000225241
1824,0,761.55,762,0.0000230029
1824,0,746.77,747,0.0000225540
1824,0,742.66,743,0.0000224343
1856,0,772.61,773,0.0000237379
1856,0,784.58,785,0.0000241033
1856,0,758.36,759,0.0000233116
1856,0,767.76,768,0.0000235856
1856,0,769.02,770,0.0000236465
1888,0,775.28,776,0.0000242366
1888,0,734.66,735,0.0000229666
1888,0,754.17,755,0.0000235861
1888,0,735.17,736,0.0000229976
1888,0,732.85,733,0.0000229047
1920,0,784.56,785,0.0000249275
1920,0,742.79,743,0.0000236045
1920,0,753.12,754,0.0000239510
1920,0,737.02,738,0.0000234470
1920,0,737.39,738,0.0000234470
1952,0,741.27,742,0.0000239626
1952,0,730.89,731,0.0000236103
1952,0,751.48,752,0.0000242828
1952,0,750.06,751,0.0000242508
1952,0,746.05,747,0.0000241227
1984,0,839.23,840,0.0000275420
1984,0,752.35,753,0.0000247102
1984,0,754.79,755,0.0000247753
1984,0,792.19,793,0.0000260122
1984,0,771.66,772,0.0000253286
2016,0,746.95,747,0.0000249070
2016,0,741.81,742,0.0000247417
2016,0,777.35,778,0.0000259324
2016,0,739.84,740,0.0000246755
2016,0,739.64,740,0.0000246755
2048,0,752.8,753,0.0000255008
2048,0,762.45,763,0.0000258368
2048,0,753.03,754,0.0000255344
2048,0,786.47,787,0.0000266432
2048,0,745.94,746,0.0000252656
2080,0,784.66,785,0.0000269881
2080,0,734.57,735,0.0000252819
2080,0,745.32,746,0.0000256573
2080,0,741.83,742,0.0000255208
2080,0,731.6,732,0.0000251795
2112,0,789.26,790,0.0000275735
2112,0,734.35,735,0.0000256678
2112,0,739.88,740,0.0000258410
2112,0,738.01,739,0.0000258064
2112,0,749.98,750,0.0000261875
2144,0,732.19,733,0.0000259833
2144,0,718.7,719,0.0000254908
2144,0,741.19,742,0.0000262999
2144,0,716.91,717,0.0000254205
2144,0,720.37,721,0.0000255612
2176,0,762.19,763,0.0000274391
2176,0,756.1,757,0.0000272249
2176,0,749.92,750,0.0000269750
2176,0,740.87,741,0.0000266537
2176,0,745.75,746,0.0000268322
2208,0,747.04,748,0.0000272963
2208,0,781.84,782,0.0000285280
2208,0,756.35,757,0.0000276223
2208,0,753.21,754,0.0000275137
2208,0,755.1,756,0.0000275861
2240,0,740.11,741,0.0000274318
2240,0,731.37,732,0.0000271010
2240,0,725.56,726,0.0000268805
2240,0,728.91,729,0.0000269908
2240,0,728.4,729,0.0000269908
2272,0,794.03,795,0.0000298336
2272,0,726.82,727,0.0000272989
2272,0,716.82,717,0.0000269262
2272,0,722.06,723,0.0000271498
2272,0,730.27,731,0.0000274480
2304,0,736.7,737,0.0000280586
2304,0,736.09,737,0.0000280586
2304,0,750.96,751,0.0000285878
2304,0,727.48,728,0.0000277184
2304,0,724.23,725,0.0000276050
2336,0,746.77,747,0.0000288288
2336,0,731.14,732,0.0000282539
2336,0,729.4,730,0.0000281773
2336,0,718.85,719,0.0000277557
2336,0,722.8,723,0.0000279090
2368,0,826.63,827,0.0000323289
2368,0,803.96,804,0.0000314354
2368,0,806.84,807,0.0000315519
2368,0,793.67,794,0.0000310469
2368,0,827.71,828,0.0000323678
2400,0,739.42,740,0.0000293375
2400,0,719.63,720,0.0000285500
2400,0,733.31,734,0.0000291013
2400,0,723.65,724,0.0000287075
2400,0,723.38,724,0.0000287075
2432,0,735.82,736,0.0000295664
2432,0,740.37,741,0.0000297659
2432,0,751.85,752,0.0000302048
2432,0,726.88,727,0.0000292073
2432,0,726.78,727,0.0000292073
2464,0,784.69,785,0.0000319336
2464,0,753.95,754,0.0000306805
2464,0,763.5,764,0.0000310847
2464,0,764.89,765,0.0000311251
2464,0,749.37,750,0.0000305188
2496,0,763.35,764,0.0000314858
2496,0,737.06,738,0.0000304211
2496,0,733.9,734,0.0000302573
2496,0,734.13,735,0.0000302983
2496,0,733.91,734,0.0000302573
2528,0,812.7,813,0.0000339192
2528,0,737.11,738,0.0000308086
2528,0,733.22,734,0.0000306427
2528,0,736.05,737,0.0000307671
2528,0,744.06,745,0.0000310989
2560,0,729.81,730,0.0000308600
2560,0,728.09,729,0.0000308180
2560,0,725.79,726,0.0000306920
2560,0,732.44,733,0.0000309860
2560,0,729.42,730,0.0000308600
2592,0,813.25,814,0.0000348154
2592,0,751.95,752,0.0000321788
2592,0,732.21,733,0.0000313708
2592,0,740.41,741,0.0000317110
2592,0,754.81,755,0.0000323064
2624,0,730.97,731,0.0000316696
2624,0,734.63,735,0.0000318418
2624,0,738.31,739,0.0000320139
2624,0,728.09,729,0.0000315835
2624,0,729.75,730,0.0000316265
2656,0,803.08,804,0.0000352343
2656,0,717.57,718,0.0000314869
2656,0,724.94,725,0.0000317919
2656,0,726.03,727,0.0000318790
2656,0,760.85,761,0.0000333606
2688,0,721.69,722,0.0000320402
2688,0,710.91,711,0.0000315551
2688,0,717.64,718,0.0000318638
2688,0,731.97,732,0.0000324812
2688,0,720.63,721,0.0000319961
2720,0,806.05,807,0.0000362124
2720,0,736.21,737,0.0000330886
2720,0,742.86,743,0.0000333564
2720,0,741.9,742,0.0000333117
2720,0,726.21,727,0.0000326424
2752,0,746.9,747,0.0000339270
2752,0,762.5,763,0.0000346495
2752,0,739.91,740,0.0000336110
2752,0,745.3,746,0.0000338819
2752,0,738.02,739,0.0000335658
2784,0,838.75,839,0.0000385213
2784,0,741.94,742,0.0000340908
2784,0,775.43,776,0.0000356438
2784,0,735.06,736,0.0000338168
2784,0,739.5,740,0.0000339995
2816,0,818.39,819,0.0000380378
2816,0,739.67,740,0.0000343880
2816,0,734.94,735,0.0000341570
2816,0,729.51,730,0.0000339260
2816,0,733.74,734,0.0000341108
2848,0,760.42,761,0.0000357577
2848,0,743.28,744,0.0000349634
2848,0,730.04,731,0.0000343560
2848,0,738.83,739,0.0000347298
2848,0,746.1,747,0.0000351036
2880,0,791.68,792,0.0000376220
2880,0,732.28,733,0.0000348343
2880,0,753.65,754,0.0000358265
2880,0,736.96,737,0.0000350232
2880,0,728.62,729,0.0000346453
2912,0,778.98,779,0.0000374167
2912,0,703.27,704,0.0000338336
2912,0,704.11,705,0.0000338814
2912,0,718.06,719,0.0000345502
2912,0,737.88,738,0.0000354580
2944,0,789.35,790,0.0000383570
2944,0,748.7,749,0.0000363767
2944,0,733.16,734,0.0000356522
2944,0,735.71,736,0.0000357488
2944,0,737.41,738,0.0000358454
2976,0,741.74,742,0.0000364282
2976,0,711.46,712,0.0000349634
2976,0,734.68,735,0.0000360864
2976,0,730.68,731,0.0000358911
2976,0,711.88,712,0.0000349634
3008,0,755.19,756,0.0000375086
3008,0,723.65,724,0.0000359294
3008,0,715.98,716,0.0000355346
3008,0,716.48,717,0.0000355840
3008,0,706.72,707,0.0000350905
