rStart,rEnd,status,mem,rLat,rId,eStart,eEnd,eLat,cId,cStart,vmId,primeNumber,result,osType,nodeVersion,pName,vName,cName,version
1619962152593.8347,1619962153945.553,200,4096,1.3517184257507324,gcf_16x16x16_0,1619962153798,1619962153878,80,1F4MR639G,1619962153737,1G8TA99,913739,True,linux,v14.16.1,GCF,1G8TA99,1F4MR639G,41
1619962152595.994,1619962153941.0618,200,4096,1.3450677394866943,gcf_16x16x16_0,1619962153800,1619962153889,89,1F4MNOS1K,1619962153703,1G8TA99,913753,True,linux,v14.16.1,GCF,1G8TA99,1F4MNOS1K,41
1619962152597.4062,1619962154014.0552,200,4096,1.4166491031646729,gcf_16x16x16_0,1619962153863,1619962153970,107,1F4MPRPTK,1619962153720,1G8TA99,1045621,True,linux,v14.16.1,GCF,1G8TA99,1F4MPRPTK,41
1619962152598.8186,1619962153103.7896,200,4096,0.5049710273742676,gcf_16x16x16_0,1619962152885,1619962153057,172,1F4MMEQEO,1619962143552,1G8TA8V,1045727,True,linux,v14.16.1,GCF,1G8TA8V,1F4MMEQEO,41
1619962153105.1802,1619962153402.2476,200,4096,0.29706740379333496,gcf_16x16x16_0,1619962153247,1619962153368,121,1F4MMEQEO,1619962143552,1G8TA8V,1046119,True,linux,v14.16.1,GCF,1G8TA8V,1F4MMEQEO,41
1619962153403.7263,1619962153650.266,200,4096,0.24653983116149902,gcf_16x16x16_0,1619962153610,1619962153618,8,1F4MMEQEO,1619962143552,1G8TA8V,21365,False,linux,v14.16.1,GCF,1G8TA8V,1F4MMEQEO,41
1619962153651.6572,1619962153827.8735,200,4096,0.17621636390686035,gcf_16x16x16_0,1619962153783,1619962153784,1,1F4MMEQEO,1619962143552,1G8TA8V,21823,False,linux,v14.16.1,GCF,1G8TA8V,1F4MMEQEO,41
1619962153829.2764,1619962154030.7966,200,4096,0.20152020454406738,gcf_16x16x16_0,1619962154003,1619962154004,1,1F4MMEQEO,1619962143552,1G8TA8V,21749,False,linux,v14.16.1,GCF,1G8TA8V,1F4MMEQEO,41
1619962153941.7073,1619962154092.5867,200,4096,0.1508793830871582,gcf_16x16x16_0,1619962154062,1619962154062,0,1F4MMEQEO,1619962143552,1G8TA8V,213,False,linux,v14.16.1,GCF,1G8TA8V,1F4MMEQEO,41
1619962153946.195,1619962154093.327,200,4096,0.14713168144226074,gcf_16x16x16_0,1619962154065,1619962154065,0,1F4MPRPTK,1619962153720,1G8TA99,823,True,linux,v14.16.1,GCF,1G8TA99,1F4MPRPTK,41
1619962154014.5234,1619962154192.4905,200,4096,0.17796707153320312,gcf_16x16x16_0,1619962154161,1619962154161,0,1F4MMEQEO,1619962143552,1G8TA8V,749,False,linux,v14.16.1,GCF,1G8TA8V,1F4MMEQEO,41
1619962159704.938,1619962160027.3281,200,4096,0.322390079498291,gcf_16x16x16_1,1619962159910,1619962159976,66,1F4MPRPTK,1619962153720,1G8TA99,913739,True,linux,v14.16.1,GCF,1G8TA99,1F4MPRPTK,41
1619962159711.531,1619962160009.9944,200,4096,0.2984633445739746,gcf_16x16x16_1,1619962159853,1619962159978,125,1F4MNOS1K,1619962153703,1G8TA99,913753,True,linux,v14.16.1,GCF,1G8TA99,1F4MNOS1K,41
1619962159718.3813,1619962160037.213,200,4096,0.3188314437866211,gcf_16x16x16_1,1619962159849,1619962159999,150,1F4MMEQEO,1619962143552,1G8TA8V,1045621,True,linux,v14.16.1,GCF,1G8TA8V,1F4MMEQEO,41
1619962159725.1934,1619962159987.0713,200,4096,0.26187801361083984,gcf_16x16x16_1,1619962159852,1619962159953,101,1F4MR639G,1619962153737,1G8TA99,1045727,True,linux,v14.16.1,GCF,1G8TA99,1F4MR639G,41
1619962159988.4653,1619962160223.351,200,4096,0.23488569259643555,gcf_16x16x16_1,1619962160115,1619962160200,85,1F4MMEQEO,1619962143552,1G8TA8V,1046119,True,linux,v14.16.1,GCF,1G8TA8V,1F4MMEQEO,41
1619962160011.5474,1619962160177.9463,200,4096,0.1663990020751953,gcf_16x16x16_1,1619962160144,1619962160148,4,1F4MPRPTK,1619962153720,1G8TA99,21365,False,linux,v14.16.1,GCF,1G8TA99,1F4MPRPTK,41
1619962160034.2327,1619962160194.8708,200,4096,0.16063833236694336,gcf_16x16x16_1,1619962160156,1619962160160,4,1F4MR639G,1619962153737,1G8TA99,21823,False,linux,v14.16.1,GCF,1G8TA99,1F4MR639G,41
1619962160037.9985,1619962160241.4058,200,4096,0.20340728759765625,gcf_16x16x16_1,1619962160213,1619962160214,1,1F4MPRPTK,1619962153720,1G8TA99,21749,False,linux,v14.16.1,GCF,1G8TA99,1F4MPRPTK,41
1619962160179.5908,1619962160342.4824,200,4096,0.16289162635803223,gcf_16x16x16_1,1619962160312,1619962160312,0,1F4MPRPTK,1619962153720,1G8TA99,213,False,linux,v14.16.1,GCF,1G8TA99,1F4MPRPTK,41
1619962160197.32,1619962160346.7153,200,4096,0.14939546585083008,gcf_16x16x16_1,1619962160310,1619962160310,0,1F4MMEQEO,1619962143552,1G8TA8V,823,True,linux,v14.16.1,GCF,1G8TA8V,1F4MMEQEO,41
1619962160224.002,1619962160383.9443,200,4096,0.1599423885345459,gcf_16x16x16_1,1619962160350,1619962160350,0,1F4MMEQEO,1619962143552,1G8TA8V,749,False,linux,v14.16.1,GCF,1G8TA8V,1F4MMEQEO,41
1619962266367.2231,1619962266756.3403,200,8192,0.3891170024871826,gcf_16x16x16_0,1619962266628,1619962266709,81,1F4MNUQF0,1619962258128,1G8TACI,913739,True,linux,v14.16.1,GCF,1G8TACI,1F4MNUQF0,42
1619962266369.4822,1619962268048.403,200,8192,1.6789207458496094,gcf_16x16x16_0,1619962267887,1619962267998,111,1F4MQKHA0,1619962267795,1G8TACR,913753,True,linux,v14.16.1,GCF,1G8TACR,1F4MQKHA0,42
1619962266370.8818,1619962268112.8755,200,8192,1.7419936656951904,gcf_16x16x16_0,1619962267925,1619962268051,126,1F4MTPPRO,1619962267800,1G8TACQ,1045621,True,linux,v14.16.1,GCF,1G8TACQ,1F4MTPPRO,42
1619962266371.1887,1619962267963.9863,200,8192,1.5927977561950684,gcf_16x16x16_0,1619962267769,1619962267898,129,1F4MP3PPJ,1619962267651,1G8TACR,1045727,True,linux,v14.16.1,GCF,1G8TACR,1F4MP3PPJ,42
1619962266757.7498,1619962267043.405,200,8192,0.28565526008605957,gcf_16x16x16_0,1619962266902,1619962267012,110,1F4MNUQF0,1619962258128,1G8TACI,1046119,True,linux,v14.16.1,GCF,1G8TACI,1F4MNUQF0,42
1619962267044.7703,1619962267219.0635,200,8192,0.17429327964782715,gcf_16x16x16_0,1619962267185,1619962267189,4,1F4MNUQF0,1619962258128,1G8TACI,21365,False,linux,v14.16.1,GCF,1G8TACI,1F4MNUQF0,42
1619962267220.0374,1619962267420.9238,200,8192,0.20088624954223633,gcf_16x16x16_0,1619962267387,1619962267388,1,1F4MNUQF0,1619962258128,1G8TACI,21823,False,linux,v14.16.1,GCF,1G8TACI,1F4MNUQF0,42
1619962267422.3677,1619962267599.0833,200,8192,0.17671561241149902,gcf_16x16x16_0,1619962267555,1619962267557,2,1F4MNUQF0,1619962258128,1G8TACI,21749,False,linux,v14.16.1,GCF,1G8TACI,1F4MNUQF0,42
1619962267600.886,1619962267767.866,200,8192,0.16697978973388672,gcf_16x16x16_0,1619962267734,1619962267734,0,1F4MNUQF0,1619962258128,1G8TACI,213,False,linux,v14.16.1,GCF,1G8TACI,1F4MNUQF0,42
1619962267769.3845,1619962267933.1262,200,8192,0.1637415885925293,gcf_16x16x16_0,1619962267902,1619962267902,0,1F4MNUQF0,1619962258128,1G8TACI,823,True,linux,v14.16.1,GCF,1G8TACI,1F4MNUQF0,42
1619962267934.676,1619962268109.2173,200,8192,0.17454123497009277,gcf_16x16x16_0,1619962268063,1619962268063,0,1F4MNUQF0,1619962258128,1G8TACI,749,False,linux,v14.16.1,GCF,1G8TACI,1F4MNUQF0,42
1619962273625.754,1619962273971.131,200,8192,0.34537720680236816,gcf_16x16x16_1,1619962273840,1619962273918,78,1F4MQKHA0,1619962267795,1G8TACR,913739,True,linux,v14.16.1,GCF,1G8TACR,1F4MQKHA0,42
1619962273632.3967,1619962273961.239,200,8192,0.3288424015045166,gcf_16x16x16_1,1619962273839,1619962273916,77,1F4MTPPRO,1619962267800,1G8TACQ,913753,True,linux,v14.16.1,GCF,1G8TACQ,1F4MTPPRO,42
1619962273633.5525,1619962274015.8594,200,8192,0.3823068141937256,gcf_16x16x16_1,1619962273893,1619962273988,95,1F4MNUQF0,1619962258128,1G8TACI,1045621,True,linux,v14.16.1,GCF,1G8TACI,1F4MNUQF0,42
1619962273644.6536,1619962273959.4568,200,8192,0.3148031234741211,gcf_16x16x16_1,1619962273826,1619962273917,91,1F4MP3PPJ,1619962267651,1G8TACR,1045727,True,linux,v14.16.1,GCF,1G8TACR,1F4MP3PPJ,42
1619962273960.8313,1619962274226.9155,200,8192,0.2660841941833496,gcf_16x16x16_1,1619962274094,1619962274197,103,1F4MTPPRO,1619962267800,1G8TACQ,1046119,True,linux,v14.16.1,GCF,1G8TACQ,1F4MTPPRO,42
1619962273964.6965,1619962274115.7327,200,8192,0.15103602409362793,gcf_16x16x16_1,1619962274084,1619962274085,1,1F4MNUQF0,1619962258128,1G8TACI,21365,False,linux,v14.16.1,GCF,1G8TACI,1F4MNUQF0,42
1619962273972.0166,1619962274129.9578,200,8192,0.15794110298156738,gcf_16x16x16_1,1619962274093,1619962274097,4,1F4MQKHA0,1619962267795,1G8TACR,21823,False,linux,v14.16.1,GCF,1G8TACR,1F4MQKHA0,42
1619962274016.4321,1619962274205.8916,200,8192,0.18945956230163574,gcf_16x16x16_1,1619962274174,1619962274175,1,1F4MNUQF0,1619962258128,1G8TACI,21749,False,linux,v14.16.1,GCF,1G8TACI,1F4MNUQF0,42
1619962274116.7205,1619962274308.9392,200,8192,0.19221878051757812,gcf_16x16x16_1,1619962274284,1619962274284,0,1F4MNUQF0,1619962258128,1G8TACI,213,False,linux,v14.16.1,GCF,1G8TACI,1F4MNUQF0,42
1619962274133.0513,1619962274312.3953,200,8192,0.17934417724609375,gcf_16x16x16_1,1619962274286,1619962274286,0,1F4MQKHA0,1619962267795,1G8TACR,823,True,linux,v14.16.1,GCF,1G8TACR,1F4MQKHA0,42
1619962274207.393,1619962274370.8394,200,8192,0.16344618797302246,gcf_16x16x16_1,1619962274339,1619962274340,1,1F4MNUQF0,1619962258128,1G8TACI,749,False,linux,v14.16.1,GCF,1G8TACI,1F4MNUQF0,42
