rStart,rEnd,status,mem,rLat,rId,eStart,eEnd,eLat,cId,cStart,vmId,primeNumber,result,osType,nodeVersion,pName,vName,cName,version
1619962060786.743,1619962061066.671,200,2048,0.27992796897888184,gcf_16x16x16_0,1619962061039,1619962061039,0,1F4MRJIKR,1619962060544,1G8TA6C,823,True,linux,v14.16.1,GCF,1G8TA6C,1F4MRJIKR,40
1619962060988.0405,1619962061156.5977,200,2048,0.16855716705322266,gcf_16x16x16_0,1619962061124,1619962061125,1,1F4MS2566,1619962051063,1G8TA62,749,False,linux,v14.16.1,GCF,1G8TA62,1F4MS2566,40
1619962066668.7136,1619962067041.146,200,2048,0.3724324703216553,gcf_16x16x16_1,1619962066852,1619962067004,152,1F4MRJIKR,1619962060544,1G8TA6C,913739,True,linux,v14.16.1,GCF,1G8TA6C,1F4MRJIKR,40
1619962066672.2068,1619962066958.1123,200,2048,0.2859053611755371,gcf_16x16x16_1,1619962066850,1619962066915,65,1F4MQC08L,1619962060811,1G8TA6C,913753,True,linux,v14.16.1,GCF,1G8TA6C,1F4MQC08L,40
1619962066675.806,1619962067049.2227,200,2048,0.3734169006347656,gcf_16x16x16_1,1619962066940,1619962067023,83,1F4MRFCTH,1619962060822,1G8TA6C,1045621,True,linux,v14.16.1,GCF,1G8TA6C,1F4MRFCTH,40
1619962066679.3887,1619962066971.9292,200,2048,0.2925405502319336,gcf_16x16x16_1,1619962066842,1619962066930,88,1F4MS2566,1619962051063,1G8TA62,1045727,True,linux,v14.16.1,GCF,1G8TA62,1F4MS2566,40
1619962066961.6804,1619962067257.9714,200,2048,0.2962911128997803,gcf_16x16x16_1,1619962067130,1619962067224,94,1F4MRJIKR,1619962060544,1G8TA6C,1046119,True,linux,v14.16.1,GCF,1G8TA6C,1F4MRJIKR,40
1619962066972.852,1619962067148.2207,200,2048,0.1753687858581543,gcf_16x16x16_1,1619962067122,1619962067124,2,1F4MS2566,1619962051063,1G8TA62,21365,False,linux,v14.16.1,GCF,1G8TA62,1F4MS2566,40
1619962067041.43,1619962067212.3674,200,2048,0.17093753814697266,gcf_16x16x16_1,1619962067180,1619962067181,1,1F4MS2566,1619962051063,1G8TA62,21823,False,linux,v14.16.1,GCF,1G8TA62,1F4MS2566,40
1619962067049.528,1619962067217.2139,200,2048,0.16768574714660645,gcf_16x16x16_1,1619962067184,1619962067188,4,1F4MRFCTH,1619962060822,1G8TA6C,21749,False,linux,v14.16.1,GCF,1G8TA6C,1F4MRFCTH,40
1619962067148.986,1619962067312.7126,200,2048,0.1637265682220459,gcf_16x16x16_1,1619962067288,1619962067288,0,1F4MS2566,1619962051063,1G8TA62,213,False,linux,v14.16.1,GCF,1G8TA62,1F4MS2566,40
1619962067213.038,1619962067401.4897,200,2048,0.18845176696777344,gcf_16x16x16_1,1619962067359,1619962067359,0,1F4MS2566,1619962051063,1G8TA62,823,True,linux,v14.16.1,GCF,1G8TA62,1F4MS2566,40
1619962067217.9214,1619962067406.1516,200,2048,0.18823003768920898,gcf_16x16x16_1,1619962067361,1619962067361,0,1F4MRJIKR,1619962060544,1G8TA6C,749,False,linux,v14.16.1,GCF,1G8TA6C,1F4MRJIKR,40
